citing_paper_id,doi,title,year,venue,cites,authors_raw,authors_detail
e0ec3e2eaf2c091fcc95f54749f2a1419c63263e,10.1109/icip61757.2026.11630294,SPIM-FUSE: Sparsely-Coded Image Fusion for Low-Light Enhancement,2026,International Conference on Information Photonics,0,Sena Yagmur Sen;Gazihan Alankus;Mehmet Turkan,"[{""author"":{""id"":""122478756"",""display_name"":""Sena Yagmur Sen""},""institutions"":[]},{""author"":{""id"":""2734839"",""display_name"":""Gazihan Alankus""},""institutions"":[]},{""author"":{""id"":""70031922"",""display_name"":""Mehmet Turkan""},""institutions"":[]}]"
ad8afccbec3dc798ec11eb2192307b3f77a47c8b,10.1109/JIOT.2026.3701729,ViD-EnlightenGAN: A Temporally Aware GAN for Unsupervised Low-Light Video Enhancement,2026,IEEE Internet of Things Journal,0,Heng Zhang;Yijie Xue;Yanli Liu;Yiwen Ye;Hao Jiang;Feng Shu;Zhimin Chen,"[{""author"":{""id"":""40940525"",""display_name"":""Heng Zhang""},""institutions"":[]},{""author"":{""id"":""100551091"",""display_name"":""Yijie Xue""},""institutions"":[]},{""author"":{""id"":""2108202965"",""display_name"":""Yanli Liu""},""institutions"":[]},{""author"":{""id"":""2170220899"",""display_name"":""Yiwen Ye""},""institutions"":[]},{""author"":{""id"":""2292414930"",""display_name"":""Hao Jiang""},""institutions"":[]},{""author"":{""id"":""2363573892"",""display_name"":""Feng Shu""},""institutions"":[]},{""author"":{""id"":""2111354272"",""display_name"":""Zhimin Chen""},""institutions"":[]}]"
2558070b1c2e5b9cf3a867d3a9d70eaa7f814062,,Bright-Channel Retinex Enhancement with a Conditional Overdispered-Noise Analysis,2026,,0,Jongpil Jeong,"[{""author"":{""id"":""2314526962"",""display_name"":""Jongpil Jeong""},""institutions"":[]}]"
d7665fb470327d388cbebbbbfb4143908445c2cd,,UBLLIE: Unified Backlight and Low-Light Image Enhancement,2026,,0,Yasmin Yasin;Muhammad Usman;Ibrahim Radwan;Saeed Anwar,"[{""author"":{""id"":""2237025751"",""display_name"":""Yasmin Yasin""},""institutions"":[]},{""author"":{""id"":""2223436301"",""display_name"":""Muhammad Usman""},""institutions"":[]},{""author"":{""id"":""2363859773"",""display_name"":""Ibrahim Radwan""},""institutions"":[]},{""author"":{""id"":""2297845544"",""display_name"":""Saeed Anwar""},""institutions"":[]}]"
94b12640c1ef5a6f3586a4529d1bb99a729eac58,10.1007/s44443-026-01095-6,UAV-LIENet: a low-light UAV image enhancement network via illumination estimation and guidance,2026,Journal of King Saud University: Computer and Information Sciences,0,Yueqing Kang;Ruitao Lu;Xiaogang Yang;Zhenhao Cheng;Zhanhong Zhuo;Jiwei Fan,"[{""author"":{""id"":""2457732225"",""display_name"":""Yueqing Kang""},""institutions"":[]},{""author"":{""id"":""2312758587"",""display_name"":""Ruitao Lu""},""institutions"":[]},{""author"":{""id"":""2275298208"",""display_name"":""Xiaogang Yang""},""institutions"":[]},{""author"":{""id"":""2152159726"",""display_name"":""Zhenhao Cheng""},""institutions"":[]},{""author"":{""id"":""2358272273"",""display_name"":""Zhanhong Zhuo""},""institutions"":[]},{""author"":{""id"":""3079153"",""display_name"":""Jiwei Fan""},""institutions"":[]}]"
12f83d029aa039d41c997f3e0ab52618fe17298b,10.3389/frai.2026.1858540,PSO-based parameter optimization of intuitionistic fuzzy generator for low-light image enhancement,2026,Frontiers in Artificial Intelligence,0,U. S.;J. S.,"[{""author"":{""id"":""2446810280"",""display_name"":""U. S.""},""institutions"":[]},{""author"":{""id"":""2438514864"",""display_name"":""J. S.""},""institutions"":[]}]"
0024e561025f20a598f477407646ec2bda40bdab,,Thresholded Cross-Attention for Reliable Intensity-Chromaticity Fusion in Low-Light Image Enhancement,2026,,0,Yanyi Wu;Xu Zhang;Junkai Chen;Laibin Chang;Jiaqi Ma;Shi Chen;Linwei Zhu;Jianglei Di;Huan Zhang,"[{""author"":{""id"":""2450169397"",""display_name"":""Yanyi Wu""},""institutions"":[]},{""author"":{""id"":""2309775557"",""display_name"":""Xu Zhang""},""institutions"":[]},{""author"":{""id"":""2450191207"",""display_name"":""Junkai Chen""},""institutions"":[]},{""author"":{""id"":""2121619327"",""display_name"":""Laibin Chang""},""institutions"":[]},{""author"":{""id"":""2386165627"",""display_name"":""Jiaqi Ma""},""institutions"":[]},{""author"":{""id"":""2352985671"",""display_name"":""Shi Chen""},""institutions"":[]},{""author"":{""id"":""1969075"",""display_name"":""Linwei Zhu""},""institutions"":[]},{""author"":{""id"":""2344127381"",""display_name"":""Jianglei Di""},""institutions"":[]},{""author"":{""id"":""2317142984"",""display_name"":""Huan Zhang""},""institutions"":[]}]"
2ac225ed6edb52c70ac924908af73695c47b7ef9,10.1109/TIP.2026.3709463,Probabilistic-Based Learning for Joint Light Field Image Compression and Enhancement Under Low-Light Conditions,2026,IEEE Transactions on Image Processing,0,Deyang Liu;Jimin Wang;Yifan Mao;Mounir Kaaniche;Xiaofei Zhou;Gangyi Jiang;Caifeng Shan,"[{""author"":{""id"":""2267870621"",""display_name"":""Deyang Liu""},""institutions"":[]},{""author"":{""id"":""2265361368"",""display_name"":""Jimin Wang""},""institutions"":[]},{""author"":{""id"":""2117694584"",""display_name"":""Yifan Mao""},""institutions"":[]},{""author"":{""id"":""2368358126"",""display_name"":""Mounir Kaaniche""},""institutions"":[]},{""author"":{""id"":""2142867508"",""display_name"":""Xiaofei Zhou""},""institutions"":[]},{""author"":{""id"":""2250176767"",""display_name"":""Gangyi Jiang""},""institutions"":[]},{""author"":{""id"":""2335875287"",""display_name"":""Caifeng Shan""},""institutions"":[]}]"
500ae7ee37662ef23a6ac4a9ba77340186a8b0cd,10.1016/j.neucom.2026.133613,Integration of KAN with an enhanced multi-scale mamba architecture for low-light image enhancement,2026,Neurocomputing,0,Jin Chen;Lei Wang;Yimei Zhang;Jintao Yu,"[{""author"":{""id"":""2108461272"",""display_name"":""Jin Chen""},""institutions"":[]},{""author"":{""id"":""2273651306"",""display_name"":""Lei Wang""},""institutions"":[]},{""author"":{""id"":""2408353005"",""display_name"":""Yimei Zhang""},""institutions"":[]},{""author"":{""id"":""2151482846"",""display_name"":""Jintao Yu""},""institutions"":[]}]"
fc0d6115c1d3e1806339eaef3b79cdac03d0e559,10.1016/j.knosys.2026.116205,Unleashing the potential of Mamba: A novel approach for low-light image enhancement,2026,Knowledge-Based Systems,2,Ge Wang;Yong Ma;Jun Huang;You Du;Fan Fan;Zhiqing Zhao;Yi Lu,"[{""author"":{""id"":""2296241759"",""display_name"":""Ge Wang""},""institutions"":[]},{""author"":{""id"":""2291680328"",""display_name"":""Yong Ma""},""institutions"":[]},{""author"":{""id"":""2118226234"",""display_name"":""Jun Huang""},""institutions"":[]},{""author"":{""id"":""2217235724"",""display_name"":""You Du""},""institutions"":[]},{""author"":{""id"":""40513331"",""display_name"":""Fan Fan""},""institutions"":[]},{""author"":{""id"":""2307016443"",""display_name"":""Zhiqing Zhao""},""institutions"":[]},{""author"":{""id"":""2398722320"",""display_name"":""Yi Lu""},""institutions"":[]}]"
c3832c68ac3cceb4105af2e6cf4fdb5a11cd112a,10.1007/s00371-026-04587-8,Diffusion-guided knowledge absorption for robust object detection under rainy night conditions,2026,The Visual Computer,0,Q. Hoang;Trung-Hieu Le,"[{""author"":{""id"":""2269652471"",""display_name"":""Q. Hoang""},""institutions"":[]},{""author"":{""id"":""46230648"",""display_name"":""Trung-Hieu Le""},""institutions"":[]}]"
e44e202dc19c9c57e8050f0fe41806ec9a97f12c,10.4028/p-MH2HkP,FRT-Net: A Lightweight Frequency-Spatial Framework for Low-Light Enhancement via Retinex Decomposition and FFT Filtering,2026,Advanced Engineering Forum,0,Dong Guo;Yi Han,"[{""author"":{""id"":""2279317726"",""display_name"":""Dong Guo""},""institutions"":[]},{""author"":{""id"":""2238916924"",""display_name"":""Yi Han""},""institutions"":[]}]"
1ce0351f318bb42c3d217c10fa96dd4b75e3fa60,10.1145/3805622.3810863,GAformer: Low-Light Image Enhancement Based on Gradient-Aware Kernel and Frequency-Modulated Transformer,2026,International Conference on Multimedia Retrieval,0,Yifan Shuai;Ke Wang;Weiming Feng;Shuai Pang;Dehua Zhou;Yikui Zhai,"[{""author"":{""id"":""2185687544"",""display_name"":""Yifan Shuai""},""institutions"":[]},{""author"":{""id"":""2133843529"",""display_name"":""Ke Wang""},""institutions"":[]},{""author"":{""id"":""2246983188"",""display_name"":""Weiming Feng""},""institutions"":[]},{""author"":{""id"":""2391277255"",""display_name"":""Shuai Pang""},""institutions"":[]},{""author"":{""id"":""2376466626"",""display_name"":""Dehua Zhou""},""institutions"":[]},{""author"":{""id"":""2205040886"",""display_name"":""Yikui Zhai""},""institutions"":[]}]"
78fcd41d22e896dd08cfd9a574d801fc9ee6a8ed,10.1088/1361-6501/ae7b6e,Deep multi-patch hierarchical network for coal-mine roller tank lug low-light image enhancement,2026,Measurement science and technology,0,Ning Ma;Xiang Lu;Fan Zhang,"[{""author"":{""id"":""2312080498"",""display_name"":""Ning Ma""},""institutions"":[]},{""author"":{""id"":""2127330048"",""display_name"":""Xiang Lu""},""institutions"":[]},{""author"":{""id"":""2346987783"",""display_name"":""Fan Zhang""},""institutions"":[]}]"
95c2c99787c133a5c0156fef6fc64fe35481ccf9,10.1145/3815421,Seeing in the Dark with Ambient Guidance,2026,ACM Trans. Multim. Comput. Commun. Appl.,0,Haofeng Huang;Wenhan Yang;Mengnan Wang;Lingyu Duan;Jiaying Liu,"[{""author"":{""id"":""48186372"",""display_name"":""Haofeng Huang""},""institutions"":[]},{""author"":{""id"":""2274269967"",""display_name"":""Wenhan Yang""},""institutions"":[]},{""author"":{""id"":""2302837742"",""display_name"":""Mengnan Wang""},""institutions"":[]},{""author"":{""id"":""2284844824"",""display_name"":""Lingyu Duan""},""institutions"":[]},{""author"":{""id"":""2239051902"",""display_name"":""Jiaying Liu""},""institutions"":[]}]"
47298d6f6faf953a41d57d7ab8bd7a5c08369946,10.1016/j.asoc.2026.115740,SEGCA-Net: Structure-exposure guided cross attention network for low-light image enhancement,2026,Applied Soft Computing,0,Dong Guo;Yi Han;Jiaqi Liu,"[{""author"":{""id"":""2279317726"",""display_name"":""Dong Guo""},""institutions"":[]},{""author"":{""id"":""2364634851"",""display_name"":""Yi Han""},""institutions"":[]},{""author"":{""id"":""2378614405"",""display_name"":""Jiaqi Liu""},""institutions"":[]}]"
b9919071c867f25fbaf394c0b833c53c20a6e69f,10.1016/j.neucom.2026.134361,CS³-Diff: Collaborative spatio-spectral-scale guided diffusion for low-light image enhancement,2026,Neurocomputing,0,Zhenghua Zhou;Yuanyuan Zhang;Chenyang Guo;Jianwei Zhao,"[{""author"":{""id"":""2524604"",""display_name"":""Zhenghua Zhou""},""institutions"":[]},{""author"":{""id"":""2145793664"",""display_name"":""Yuanyuan Zhang""},""institutions"":[]},{""author"":{""id"":""2340179320"",""display_name"":""Chenyang Guo""},""institutions"":[]},{""author"":{""id"":""2256473027"",""display_name"":""Jianwei Zhao""},""institutions"":[]}]"
a363d08af884fb0b425156099555cd27eca23741,10.3390/biomimetics11060401,Lightweight Low-Light Enhancement Network with Multi-Bio-Inspired Visual Mechanisms,2026,Biomimetics,0,Yafeng Zhao;Xiang Li;Shuaipeng Hao;Ming-Feng Yu;Yanli Gao;Shiwei Fan,"[{""author"":{""id"":""2391843151"",""display_name"":""Yafeng Zhao""},""institutions"":[]},{""author"":{""id"":""2359045345"",""display_name"":""Xiang Li""},""institutions"":[]},{""author"":{""id"":""2137059479"",""display_name"":""Shuaipeng Hao""},""institutions"":[]},{""author"":{""id"":""2152599571"",""display_name"":""Ming-Feng Yu""},""institutions"":[]},{""author"":{""id"":""2397855154"",""display_name"":""Yanli Gao""},""institutions"":[]},{""author"":{""id"":""2284487034"",""display_name"":""Shiwei Fan""},""institutions"":[]}]"
6da9fa0fe9b3b41fe7ba627d47a784a32056a84d,10.1109/CICSE70286.2026.11620715,Low-Light Video Frame Enhancement with High-Frequency Reflectance Boosting and Adaptive Illumination Adjustment,2026,2026 International Conference on Computer Intelligence and Software Engineering (CICSE),0,Hao Li,"[{""author"":{""id"":""2353793617"",""display_name"":""Hao Li""},""institutions"":[]}]"
1b2711b84d6abaf3bbcf182a2c27a357a166b727,10.1109/IV66570.2026.11624121,PenPy-DETR: A Penta-Pyramid Framework for Small Target Perception in Low-Light,2026,2026 IEEE Intelligent Vehicles Symposium (IV),0,Yanheng Wen;Yuehai Chen;Yi Shi;Jing Yang,"[{""author"":{""id"":""2454927646"",""display_name"":""Yanheng Wen""},""institutions"":[]},{""author"":{""id"":""2051695812"",""display_name"":""Yuehai Chen""},""institutions"":[]},{""author"":{""id"":""2170852501"",""display_name"":""Yi Shi""},""institutions"":[]},{""author"":{""id"":""2143851688"",""display_name"":""Jing Yang""},""institutions"":[]}]"
f032ef0a283f237c57449bb2bb220ddfabaaee09,10.48550/arXiv.2605.28605,Internally Referenced Low-Light Enhancement,2026,arXiv.org,1,Peiyuan He;Hainuo Wang;Hengxing Liu;Mingjia Li;Xiaojie Guo,"[{""author"":{""id"":""2438924353"",""display_name"":""Peiyuan He""},""institutions"":[]},{""author"":{""id"":""2344307474"",""display_name"":""Hainuo Wang""},""institutions"":[]},{""author"":{""id"":""2328382818"",""display_name"":""Hengxing Liu""},""institutions"":[]},{""author"":{""id"":""2297826009"",""display_name"":""Mingjia Li""},""institutions"":[]},{""author"":{""id"":""2256638354"",""display_name"":""Xiaojie Guo""},""institutions"":[]}]"
1a5f2a0dd475755922778d6c95dfba69d56bc785,10.48550/arXiv.2605.23531,PixIE: Prompted Pixel-Space Low-Light Image Enhancement,2026,arXiv.org,0,Ruirui Lin;Guoxi Huang;D. Bull;N. Anantrasirichai,"[{""author"":{""id"":""2283107688"",""display_name"":""Ruirui Lin""},""institutions"":[]},{""author"":{""id"":""2311632284"",""display_name"":""Guoxi Huang""},""institutions"":[]},{""author"":{""id"":""2241468553"",""display_name"":""D. Bull""},""institutions"":[]},{""author"":{""id"":""1756108"",""display_name"":""N. Anantrasirichai""},""institutions"":[]}]"
3826c2988bb6f03b0ca2da518545134e2e24a1ed,10.48550/arXiv.2605.22186,Event-Illumination Collaborative Low-light Image Enhancement with a High-resolution Real-world Dataset,2026,arXiv.org,2,Senyan Xu;Zhijing Sun;Kean Liu;Xin Lu;Ruixuan Jiang;Mingyang Huang;Xueyang Fu;Zheng-Jun Zha,"[{""author"":{""id"":""2298415902"",""display_name"":""Senyan Xu""},""institutions"":[]},{""author"":{""id"":""2298403164"",""display_name"":""Zhijing Sun""},""institutions"":[]},{""author"":{""id"":""2356372019"",""display_name"":""Kean Liu""},""institutions"":[]},{""author"":{""id"":""2308422305"",""display_name"":""Xin Lu""},""institutions"":[]},{""author"":{""id"":""2362329925"",""display_name"":""Ruixuan Jiang""},""institutions"":[]},{""author"":{""id"":""2357049631"",""display_name"":""Mingyang Huang""},""institutions"":[]},{""author"":{""id"":""2273893743"",""display_name"":""Xueyang Fu""},""institutions"":[]},{""author"":{""id"":""2292182136"",""display_name"":""Zheng-Jun Zha""},""institutions"":[]}]"
19d2f3701c200928f52b6fc6f94d919f76f41a12,10.48550/arXiv.2605.22455,Making the Discrete Continuous: Synthetic RAW Augmentations for Fine-Grained Evaluation of Person Detection Performance in Low Light,2026,arXiv.org,0,V. Pais;Malena Mendilaharzu;Daniele Faccio;Luis Oala;Christoph Clausen;Bruno Sanguinetti,"[{""author"":{""id"":""2372915569"",""display_name"":""V. Pais""},""institutions"":[]},{""author"":{""id"":""2449256835"",""display_name"":""Malena Mendilaharzu""},""institutions"":[]},{""author"":{""id"":""2289610948"",""display_name"":""Daniele Faccio""},""institutions"":[]},{""author"":{""id"":""2284772762"",""display_name"":""Luis Oala""},""institutions"":[]},{""author"":{""id"":""2064577502"",""display_name"":""Christoph Clausen""},""institutions"":[]},{""author"":{""id"":""2265450346"",""display_name"":""Bruno Sanguinetti""},""institutions"":[]}]"
7838b9795e995310ef06a552e4f2215ba03eda5c,10.1109/tpami.2026.3696458,Moment-Reenacting: Inverse Motion Degradation with Cross-shutter Guidance,2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,0,Xiang Ji;Guixu Lin;Zhengwei Yin;Jiancheng Zhao;Yinqiang Zheng,"[{""author"":{""id"":""2267883576"",""display_name"":""Xiang Ji""},""institutions"":[]},{""author"":{""id"":""2261909172"",""display_name"":""Guixu Lin""},""institutions"":[]},{""author"":{""id"":""2325717969"",""display_name"":""Zhengwei Yin""},""institutions"":[]},{""author"":{""id"":""2325368986"",""display_name"":""Jiancheng Zhao""},""institutions"":[]},{""author"":{""id"":""2247926612"",""display_name"":""Yinqiang Zheng""},""institutions"":[]}]"
0a4601df6d5a9d39946c05aece1c70d1c107db08,10.1109/IC2PCT68894.2026.11584360,A Survey on Weak Contrast Image Enhancement,2026,"2026 IEEE 6th International Conference on Computing, Power, and Communication Technologies (IC2PCT)",0,Utkarsh;Shashank Singh;Vikash Kumar Gupta;Himanshu Gautam;Vivek Kumar Jaiswal,"[{""author"":{""id"":""2448470544"",""display_name"":""Utkarsh""},""institutions"":[]},{""author"":{""id"":""2448926515"",""display_name"":""Shashank Singh""},""institutions"":[]},{""author"":{""id"":""2448545181"",""display_name"":""Vikash Kumar Gupta""},""institutions"":[]},{""author"":{""id"":""2448470725"",""display_name"":""Himanshu Gautam""},""institutions"":[]},{""author"":{""id"":""2448470699"",""display_name"":""Vivek Kumar Jaiswal""},""institutions"":[]}]"
fb8e78777949e17a6492c5de6517240145fccff3,10.1038/s41598-026-50746-1,A low-light image enhancement network with attention and cross-branch interaction for real-world low-illumination scenes,2026,Scientific Reports,0,Yifeng Lin;Yang-kwon Jeong;Chenglin Wen,"[{""author"":{""id"":""2404161883"",""display_name"":""Yifeng Lin""},""institutions"":[]},{""author"":{""id"":""71041740"",""display_name"":""Yang-kwon Jeong""},""institutions"":[]},{""author"":{""id"":""2367323600"",""display_name"":""Chenglin Wen""},""institutions"":[]}]"
ea7f4fb3521989004186ddbc81c2bb68c2687cc0,10.48550/arXiv.2605.06084,AMIEOD: Adaptive Multi-Experts Image Enhancement for Object Detection in Low-Illumination Scenes,2026,IEEE transactions on multimedia,0,Xiaochen Huang;Honggang Chen;Weichen Zhang;Xiao Dai;Yongying Li;Linbo Qing;Xiaohai He,"[{""author"":{""id"":""2323717852"",""display_name"":""Xiaochen Huang""},""institutions"":[]},{""author"":{""id"":""6222832"",""display_name"":""Honggang Chen""},""institutions"":[]},{""author"":{""id"":""2108043700"",""display_name"":""Weichen Zhang""},""institutions"":[]},{""author"":{""id"":""2232115529"",""display_name"":""Xiao Dai""},""institutions"":[]},{""author"":{""id"":""2370960912"",""display_name"":""Yongying Li""},""institutions"":[]},{""author"":{""id"":""2393086506"",""display_name"":""Linbo Qing""},""institutions"":[]},{""author"":{""id"":""2290101341"",""display_name"":""Xiaohai He""},""institutions"":[]}]"
94b99de142cbeededc861f10bcd594da9de1f6ea,10.1016/j.image.2026.117607,A two-stage low-light image enhancement network combining spatial and frequency information,2026,Signal processing. Image communication,0,Xuxu Yang;Yitao Liang;Degang Xu;Bin Li;Juan Xia;Lan Li,"[{""author"":{""id"":""2274914394"",""display_name"":""Xuxu Yang""},""institutions"":[]},{""author"":{""id"":""2325728040"",""display_name"":""Yitao Liang""},""institutions"":[]},{""author"":{""id"":""2325706382"",""display_name"":""Degang Xu""},""institutions"":[]},{""author"":{""id"":""2326047051"",""display_name"":""Bin Li""},""institutions"":[]},{""author"":{""id"":""2325817144"",""display_name"":""Juan Xia""},""institutions"":[]},{""author"":{""id"":""2282087684"",""display_name"":""Lan Li""},""institutions"":[]}]"
05f3adfc38fca23385b27c210f37b03edd5a45cf,10.1007/s11760-026-05297-3,LIVE-Net: A unified lightweight network for low-light image and video enhancement with temporal consistency,2026,"Signal, Image and Video Processing",0,Minghai Jiao;Haoyang He;Yixian Liu;Wenyan Jiang;Jiangang Hu;Yuhuai Peng,"[{""author"":{""id"":""2307597055"",""display_name"":""Minghai Jiao""},""institutions"":[]},{""author"":{""id"":""2326999233"",""display_name"":""Haoyang He""},""institutions"":[]},{""author"":{""id"":""2394121791"",""display_name"":""Yixian Liu""},""institutions"":[]},{""author"":{""id"":""2308044987"",""display_name"":""Wenyan Jiang""},""institutions"":[]},{""author"":{""id"":""2382719073"",""display_name"":""Jiangang Hu""},""institutions"":[]},{""author"":{""id"":""2244594477"",""display_name"":""Yuhuai Peng""},""institutions"":[]}]"
8872519c1eb863cc5bc67fa66e5ca4306910bc1e,10.1109/MLISE70044.2026.11607532,LADC: A Dual-Branch Adaptive Image Enhancement Method Based on Feature Decoupling,2026,2026 6th International Conference on Machine Learning and Intelligent Systems Engineering (MLISE),0,Qingpeng Li;Haonan Li;Xinyu Ouyang;Zijian Li,"[{""author"":{""id"":""2108701200"",""display_name"":""Qingpeng Li""},""institutions"":[]},{""author"":{""id"":""2375343275"",""display_name"":""Haonan Li""},""institutions"":[]},{""author"":{""id"":""2452434783"",""display_name"":""Xinyu Ouyang""},""institutions"":[]},{""author"":{""id"":""2453047721"",""display_name"":""Zijian Li""},""institutions"":[]}]"
277888ed55e84bdd7148d3cf99d4f92c5f478dce,10.1109/yac71005.2026.11615882,An Online Alignment Method for Pixel Misalignment Between Inputs and Ground Truth,2026,Youth Academic Annual Conference of Chinese Association of Automation,0,Qiong Luo;Bin Pang,"[{""author"":{""id"":""2455628112"",""display_name"":""Qiong Luo""},""institutions"":[]},{""author"":{""id"":""2455605385"",""display_name"":""Bin Pang""},""institutions"":[]}]"
919041dd9587343cb799833c2dc235f595ddba31,10.48550/arXiv.2604.24053,Light 'em Up: Enabling Few-Shot Low-Light 3D Gaussian Splatting with Multi-Scale Explicit Retinex Illumination Decoupling,2026,arXiv.org,1,Yuhao Yin;Zongji Wang;Yuanben Zhang;Biqing Li;Jiesong Bai;Junyi Liu,"[{""author"":{""id"":""2301176355"",""display_name"":""Yuhao Yin""},""institutions"":[]},{""author"":{""id"":""2263735881"",""display_name"":""Zongji Wang""},""institutions"":[]},{""author"":{""id"":""2278439806"",""display_name"":""Yuanben Zhang""},""institutions"":[]},{""author"":{""id"":""2293549849"",""display_name"":""Biqing Li""},""institutions"":[]},{""author"":{""id"":""2300253561"",""display_name"":""Jiesong Bai""},""institutions"":[]},{""author"":{""id"":""2332040143"",""display_name"":""Junyi Liu""},""institutions"":[]}]"
